Edition,Link,Name,Note
1,https://hackforums.net/showthread.php?tid=423656,HF News Week - 5/09-5/16 [FIRST] [COMMENT],
2,https://hackforums.net/showthread.php?tid=434536,HF News Week (5/16-5/23) [COMMENT],
3,https://hackforums.net/showthread.php?tid=450222,HF News Week 5/23 - 5/30 [THIRD] [COMMENT],
4,https://hackforums.net/showthread.php?tid=464165,HF News - [5/30-6/6] [COMMENT] [FOURTH],
5,https://hackforums.net/showthread.php?tid=476704,[6/6-6/13] HF News [HEADLINE FILLED!] [COMMENT],
6,https://hackforums.net/showthread.php?tid=491136,[6/13 - 6/19] HF News Week! [COMMENT],
7,https://hackforums.net/showthread.php?tid=504802,[6/20-6/26] HF News Week! [COMMENT],
8,https://hackforums.net/showthread.php?tid=521690,HF News [Minor edition] [6/26 - 7/3],Quiet week
8.1,https://hackforums.net/showthread.php?tid=540606,HF News [7/4-7/11] [late] [COMMENT],
9,https://hackforums.net/showthread.php?tid=551162,"HF News [7/10-7/17] [COMMENT] [edition made by Robbieava, thanks]",
10,https://hackforums.net/showthread.php?tid=563975,HF News [7/17-7/24] [COMMENT],
11,https://hackforums.net/showthread.php?tid=585221,[7/25-8/1] HF News,
12,https://hackforums.net/showthread.php?tid=614411,[8/7-8/13] No news this week,Quiet week
12.1,https://hackforums.net/showthread.php?tid=607489,[8/1-8/7] HF News,
12.2,https://hackforums.net/showthread.php?tid=607941,[8/13] HF News - INTERACTIVE TUESDAYS! [huge edition!] [INTERVIEW WITH BACKSLASH!],Interactive Tuesday
13,https://hackforums.net/showthread.php?tid=676131,[13/09/2010] HF News,
14,,,MISSING
15,,,MISSING
16,https://hackforums.net/showthread.php?tid=693130,[9/15/2010] - HF News,
17,https://hackforums.net/showthread.php?tid=706863,[9/22/2010] - HF News,
18,https://hackforums.net/showthread.php?tid=722633,[9/30/2010] - HF News,
19,https://hackforums.net/showthread.php?tid=739652,[10/07/2010] - HF News,
20,https://hackforums.net/showthread.php?tid=759469,[10/15/2010] - HF News,
21,https://hackforums.net/showthread.php?tid=781247,[10/23/2010] - HF News,
21.1,https://hackforums.net/showthread.php?tid=798392,HF News,Delayed due to cancer of loved one
22,https://hackforums.net/showthread.php?tid=799352,[10/31/2010] - HF News,
23,https://hackforums.net/showthread.php?tid=818214,[11/07/2010] - HF News,
24,https://hackforums.net/showthread.php?tid=836025,[11/15/2010] - HF News,
25,https://hackforums.net/showthread.php?tid=856467,[11/22/2010] - HF News,
26,https://hackforums.net/showthread.php?tid=869529,[11/29/2010] - HF News,
27,https://hackforums.net/showthread.php?tid=892359,[12/04/2010] HF News,
28,https://hackforums.net/showthread.php?tid=905087,[12/11/2010] - HF News,
29,https://hackforums.net/showthread.php?tid=923573,[12/18/2010] - HF NEWS - HOLIDAY EDITION,
30,https://hackforums.net/showthread.php?tid=977917,[1/12/2011] - HF News,Move from single contributor to team
31,https://hackforums.net/showthread.php?tid=990058,[1/19/2011] HF News,
31.1,https://hackforums.net/showthread.php?tid=1046837,Im done writing HF news.,Pinterest steps away from writing
32,https://hackforums.net/showthread.php?tid=1012683,HF News 1/28/2011,
33,https://hackforums.net/showthread.php?tid=1049970,[2/10/2011] - HF News,
34,https://hackforums.net/showthread.php?tid=1091816,[2/26/2011] - HF News,
35,https://hackforums.net/showthread.php?tid=1076405,[2/18/2011] - HF News,
36,https://hackforums.net/showthread.php?tid=1123680,[3/12/2011] - HF News,
36.1,https://hackforums.net/showthread.php?tid=1125383,[3/18/11] - HF News,
37,https://hackforums.net/showthread.php?tid=1211542,[4/13/2011] - HF News,
38,https://hackforums.net/showthread.php?tid=1229543,[4/20/2011] - HF News,
39,https://hackforums.net/showthread.php?tid=1249554,[4/27/2011] - HF News,
40,https://hackforums.net/showthread.php?tid=1270133,[5/4/2011] - HF News,
41,https://hackforums.net/showthread.php?tid=1283213,[5/11/2011] - HF News,
42,https://hackforums.net/showthread.php?tid=1305409,[5/18/2011] - HF News,
43,https://hackforums.net/showthread.php?tid=1321532,[5/25/2011] - HF News,
44,https://hackforums.net/showthread.php?tid=1342426,[6/1/2011] - HF News,
45,https://hackforums.net/showthread.php?tid=1363454,[6/8/2011] - HF News,
46,https://hackforums.net/showthread.php?tid=1389389,[6/16/2011] - HF News,
47,https://hackforums.net/showthread.php?tid=1407730,[6/22/2011] - HF News,
48,https://hackforums.net/showthread.php?tid=1430574,[6/29/2011] - HF News,
49,https://hackforums.net/showthread.php?tid=1456450,[7/6/2011] - HF News,
50,https://hackforums.net/showthread.php?tid=1482375,[7/14/2011] - HF News,
51,https://hackforums.net/showthread.php?tid=1506097,[7/20/2011] - HF News,
52,https://hackforums.net/showthread.php?tid=1535517,[7/28/2011] - HF News,
53,https://hackforums.net/showthread.php?tid=1566535,[8/5/2011] - HF News,
54,https://hackforums.net/showthread.php?tid=1598186,[8/13/11] - HF News,
55,https://hackforums.net/showthread.php?tid=1626749,[8/19/11] - HF News,Battle between Sir & Xerotic/Judge Dredd for Writers ownership (https://hackforums.net/showthread.php?tid=1660053)
56,https://hackforums.net/showthread.php?tid=1655392,[8/26/11] - HF News,
57,https://hackforums.net/showthread.php?tid=1690980,[9/4/11] - HF News,
58,https://hackforums.net/showthread.php?tid=1715039,[9/11/11] - HF News,
58.1,https://hackforums.net/showthread.php?tid=1725450,[9/14/11] - HF News Misc.,
59,https://hackforums.net/showthread.php?tid=1741486,[9/19/11] - HF News,
59.1,https://hackforums.net/showthread.php?tid=1745696,[9/21/11] - HF News Misc.,
60,https://hackforums.net/showthread.php?tid=1762517,[9/25/11] - HF News,
60.1,https://hackforums.net/showthread.php?tid=1768813,[9/28/11] - HF User News,
61,https://hackforums.net/showthread.php?tid=1784586,[10/2/11] - HF News,
61.1,https://hackforums.net/showthread.php?tid=1792627,[10/5/11] - HF User News,
62,https://hackforums.net/showthread.php?tid=1806621,[10/9/11] - HF News,
62.1,https://hackforums.net/showthread.php?tid=1816336,[10/12/11] - HF User News,
63,https://hackforums.net/showthread.php?tid=1829241,[10/16/11] - HF News,
63.1,https://hackforums.net/showthread.php?tid=1837952,[10/19/11] - HF User News,
64,https://hackforums.net/showthread.php?tid=1861377,[10/26/11] - HF News (Editions Combined),
65,https://hackforums.net/showthread.php?tid=1883002,[11/2/11] - HF News,
66,https://hackforums.net/showthread.php?tid=1906290,[11/9/11] - HF News,
66.1,https://hackforums.net/showthread.php?tid=1910385,[11/11/11] - HF News ~Special Edition~,
67,https://hackforums.net/showthread.php?tid=1925479,[11/16/11] - HF News,
68,https://hackforums.net/showthread.php?tid=1951041,[11/24/11] - HF News,
69,https://hackforums.net/showthread.php?tid=1969883,[11/30/11] - HF News,
70,https://hackforums.net/showthread.php?tid=1991692,[12/7/11] - HF News,
71,https://hackforums.net/showthread.php?tid=2012975,[12/14/11] - HF News,
72,https://hackforums.net/showthread.php?tid=2036368,[12/21/11] - HF News,
73,https://hackforums.net/showthread.php?tid=2058737,[12/28/11] - HF News,
74,https://hackforums.net/showthread.php?tid=2082259,[1/4/12] - HF News,
75,https://hackforums.net/showthread.php?tid=2102805,[1/11/12] - HF News,
76,https://hackforums.net/showthread.php?tid=2124517,[1/18/12] - HF News,
77,https://hackforums.net/showthread.php?tid=2148035,[1/25/12] - HF News,
78,https://hackforums.net/showthread.php?tid=2194195,[2/8/12] - HF News (Real),
79,https://hackforums.net/showthread.php?tid=2216995,[2/15/12] - HF News,
80,https://hackforums.net/showthread.php?tid=2239136,[2/22/12] - HF News,
81,https://hackforums.net/showthread.php?tid=2260220,[2/29/12] - HF News,
82,https://hackforums.net/showthread.php?tid=2283103,[3/7/12] - HF News,
83,https://hackforums.net/showthread.php?tid=2305312,[3/14/12] - HF News,
84,https://hackforums.net/showthread.php?tid=2325745,[3/21/12] - HF News,
85,https://hackforums.net/showthread.php?tid=2348041,[3/28/12] - HF News,
86,https://hackforums.net/showthread.php?tid=2369041,[4/4/12] - HF News,
87,https://hackforums.net/showthread.php?tid=2393802,[4/11/12] - HF News,
88,https://hackforums.net/showthread.php?tid=2421341,[4/20/12] - HF News,420 theme'd
88.1,https://hackforums.net/showthread.php?tid=2436590,[4/25/12] - HF News (Notice),New release day is Friday
89,https://hackforums.net/showthread.php?tid=2442221,[4/27/12] - HF News,
90,https://hackforums.net/showthread.php?tid=2463994,[5/4/12] - HF News,
91,https://hackforums.net/showthread.php?tid=2487524,[5/11/12] - HF News,
92,https://hackforums.net/showthread.php?tid=2507493,[5/19/12] - HF News,
93,https://hackforums.net/showthread.php?tid=2528143,[5/26/2012] - HF News,
94,https://hackforums.net/showthread.php?tid=2550724,[6/2/12] - HF News,
95,https://hackforums.net/showthread.php?tid=2571222,[6/9/12] - HF News,
96,https://hackforums.net/showthread.php?tid=2591918,[6/16/12] - HF News,
97,https://hackforums.net/showthread.php?tid=2614717,[6/23/12] - HF News,
98,https://hackforums.net/showthread.php?tid=2636537,[6/30/12] - HF News,
99,https://hackforums.net/showthread.php?tid=2656507,[7/7/12] - HF News,
99.1,https://hackforums.net/showthread.php?tid=2679332,[7/14/12] - HF News Notice,
100,https://hackforums.net/showthread.php?tid=2678638,[7/15/12] - HF News ~~100th Edition~~,
101,https://hackforums.net/showthread.php?tid=2700396,[7/21/12] - HF News,
102,https://hackforums.net/showthread.php?tid=2720816,[7/28/12] - HF News,
103,https://hackforums.net/showthread.php?tid=2747840,[8/5/12] - HF News,
104,https://hackforums.net/showthread.php?tid=2768679,[8/11/12] - HF News,
105,https://hackforums.net/showthread.php?tid=2790534,[8/18/12] - HF News,
106,https://hackforums.net/showthread.php?tid=2811210,[8/25/12] - HF News,
107,https://hackforums.net/showthread.php?tid=2830403,[9/1/12] - HF News,
108,https://hackforums.net/showthread.php?tid=2851359,[9/8/12] - HF News,
109,https://hackforums.net/showthread.php?tid=2870239,[9/16/12] - HF News,
110,https://hackforums.net/showthread.php?tid=2888704,[9/22/12] - HF News,
111,https://hackforums.net/showthread.php?tid=2907042,[9/30/12] - HF News,
112,https://hackforums.net/showthread.php?tid=2924777,[10/7/12] - HF News,
113,https://hackforums.net/showthread.php?tid=2943058,[10/14/12] - HF News,
114,https://hackforums.net/showthread.php?tid=2961890,[10/21/12] - HF News,
115,https://hackforums.net/showthread.php?tid=2980155,[10/28/12] - HF News,
116,https://hackforums.net/showthread.php?tid=2998447,[11/4/12] - HF News,
117,https://hackforums.net/showthread.php?tid=3015755,[11/11/12] - HF News,
118,https://hackforums.net/showthread.php?tid=3034418,[11/18/12] - HF News,
119,https://hackforums.net/showthread.php?tid=3050160,[11/25/12] - HF News,
120,https://hackforums.net/showthread.php?tid=3069067,[12/2/12] - HF News,
121,https://hackforums.net/showthread.php?tid=3084702,[12/9/12] - HF News,
122,https://hackforums.net/showthread.php?tid=3102149,[12/16/12] - HF News,
123,https://hackforums.net/showthread.php?tid=3124387,[12/25/12] - HF News - Christmas Edition,
124,https://hackforums.net/showthread.php?tid=3143554,[1/1/13] - HF News - New Years Edition,
125,https://hackforums.net/showthread.php?tid=3178135,[1/13/13] - HF News,
126,https://hackforums.net/showthread.php?tid=3196596,[1/20/13] - HF News,
127,https://hackforums.net/showthread.php?tid=3218065,[1/27/13] - HF News,
127.1,https://hackforums.net/showthread.php?tid=3235050,Terrible News,HF Upgrade Database Compromised
127.2,https://hackforums.net/showthread.php?tid=3242369,Terrible News (continuation part 3),Added and upgraded HF DB hacker to Ub3r w/awards
128,https://hackforums.net/showthread.php?tid=3233528,[2/3/13] - HF News,
129,https://hackforums.net/showthread.php?tid=3254513,[2/10/13] - HF News,
130,https://hackforums.net/showthread.php?tid=3272215,[2/17/13] - HF News,
131,https://hackforums.net/showthread.php?tid=3284251,[2/24/13] - HF News,
132,https://hackforums.net/showthread.php?tid=3301568,[3/3/13] - HF News,
133,https://hackforums.net/showthread.php?tid=3318944,[3/10/13] - HF News,
134,https://hackforums.net/showthread.php?tid=3336380,[3/17/13] - HF News,
135,https://hackforums.net/showthread.php?tid=3353357,[3/24/13] - HF News,
136,https://hackforums.net/showthread.php?tid=3371591,[3/31/13] - HF News - Goodbye </3,April fools joke
137,https://hackforums.net/showthread.php?tid=3393860,[4/7/13] - HF News,
138,https://hackforums.net/showthread.php?tid=3409497,[4/14/13] - HF News,
139,https://hackforums.net/showthread.php?tid=3427113,[4/21/13] - HF News,
140,https://hackforums.net/showthread.php?tid=3447322,[4/28/13] - HF News,
141,https://hackforums.net/showthread.php?tid=3464055,[5/5/13] - HF News,
142,https://hackforums.net/showthread.php?tid=3476457,[5/12/13] - HF News,
143,https://hackforums.net/showthread.php?tid=3493278,[5/19/13] - HF News,
144,https://hackforums.net/showthread.php?tid=3510090,[5/26/13] - HF News,
145,https://hackforums.net/showthread.php?tid=3524320,[6/1/13] - HF News,
146,https://hackforums.net/showthread.php?tid=3542646,[6/9/13] - HF News,
147,https://hackforums.net/showthread.php?tid=3559333,[6/16/13] - HF News,
148,https://hackforums.net/showthread.php?tid=3575590,[6/23/13] - HF News,
149,https://hackforums.net/showthread.php?tid=3591626,[6/30/13] - HF News,
150,https://hackforums.net/showthread.php?tid=3605552,[7/7/13] - HF News,
151,https://hackforums.net/showthread.php?tid=3624202,[7/14/13] - HF News,
152,https://hackforums.net/showthread.php?tid=3640383,[7/21/13] - HF News,
153,https://hackforums.net/showthread.php?tid=3658721,[7/29/13] - HF News,
154,https://hackforums.net/showthread.php?tid=3672548,[8/5/13] - HF News,
155,https://hackforums.net/showthread.php?tid=3688257,[8/12/13] - HF News,
156,https://hackforums.net/showthread.php?tid=3703439,[8/19/13] - HF News,
157,https://hackforums.net/showthread.php?tid=3718212,[8/26/13] - HF News,
158,https://hackforums.net/showthread.php?tid=3732173,[9/2/13] - HF News,
159,https://hackforums.net/showthread.php?tid=3745841,[9/9/13] - HF News,
160,https://hackforums.net/showthread.php?tid=3758876,[9/16/13] - HF News,
161,https://hackforums.net/showthread.php?tid=3770270,[9/23/13] - HF News,
162,https://hackforums.net/showthread.php?tid=3781681,[9/30/13] - HF News - Sir's 100th Edition,
163,https://hackforums.net/showthread.php?tid=3793596,[10/7/13] - RN News,
164,https://hackforums.net/showthread.php?tid=3807870,[10/14/13] - HF News,
165,https://hackforums.net/showthread.php?tid=3819360,[10/21/13] - HF News,
166,https://hackforums.net/showthread.php?tid=3834523,[10/28/13] - HF News,
167,https://hackforums.net/showthread.php?tid=3848685,[11/4/13] - HF News,
168,https://hackforums.net/showthread.php?tid=3860781,[11/11/13] - HF News,
169,https://hackforums.net/showthread.php?tid=3876630,[11/18/13] - HF News,
170,https://hackforums.net/showthread.php?tid=3890613,[11/25/13] - HF News,
171,https://hackforums.net/showthread.php?tid=3906642,[12/2/13] - HF News,
172,https://hackforums.net/showthread.php?tid=3921129,HF News - 172,
173,https://hackforums.net/showthread.php?tid=3933261,HF News - 173,
174,https://hackforums.net/showthread.php?tid=3952610,HF News - 174 - Christmas Edition,
175,https://hackforums.net/showthread.php?tid=3966128,HF News - 175 - New Years Edition,
176,https://hackforums.net/showthread.php?tid=3982620,HF News - 176,
177,https://hackforums.net/showthread.php?tid=3997585,HF News - 177,
178,https://hackforums.net/showthread.php?tid=4013003,HF News - 178,
179,https://hackforums.net/showthread.php?tid=4027495,HF News - 179,
180,https://hackforums.net/showthread.php?tid=4043618,HF News - 180,
181,https://hackforums.net/showthread.php?tid=4055101,HF News - 181,
182,https://hackforums.net/showthread.php?tid=4071653,HF News - 182,
183,https://hackforums.net/showthread.php?tid=4083607,HF News - 183,
184,https://hackforums.net/showthread.php?tid=4097347,HF News - 184,
185,https://hackforums.net/showthread.php?tid=4108587,HF News - 185,
186,https://hackforums.net/showthread.php?tid=4122917,HF News - 186,
187,https://hackforums.net/showthread.php?tid=4138270,HF News - 187,
188,https://hackforums.net/showthread.php?tid=4147680,HF News - 188,
189,https://hackforums.net/showthread.php?tid=4161426,HF News - 189,
190,https://hackforums.net/showthread.php?tid=4177118,HF News - 190,
191,https://hackforums.net/showthread.php?tid=4190522,HF News - 191,
192,https://hackforums.net/showthread.php?tid=4209027,HF News - 192,
193,https://hackforums.net/showthread.php?tid=4216992,HF News - 193,
194,https://hackforums.net/showthread.php?tid=4238244,HF News - 194,
195,https://hackforums.net/showthread.php?tid=4247576,HF News - 195,
196,https://hackforums.net/showthread.php?tid=4266226,HF News - 196,
197,https://hackforums.net/showthread.php?tid=4274953,HF News - 197,
198,https://hackforums.net/showthread.php?tid=4289677,HF News - 198,
199,https://hackforums.net/showthread.php?tid=4301106,HF News - 199,
200,https://hackforums.net/showthread.php?tid=4310266,HF News - 200,
201,https://hackforums.net/showthread.php?tid=4327542,HF News - 201,
202,https://hackforums.net/showthread.php?tid=4358145,HF News - 202,
203,https://hackforums.net/showthread.php?tid=4375664,HF News - 203,
204,https://hackforums.net/showthread.php?tid=4388688,HF News - 204,
205,https://hackforums.net/showthread.php?tid=4407930,HF News - 205,
206,https://hackforums.net/showthread.php?tid=4417716,HF News - 206,
207,https://hackforums.net/showthread.php?tid=4428684,HF News - 207,
208,https://hackforums.net/showthread.php?tid=4479194,HF News - 208,
209,https://hackforums.net/showthread.php?tid=4489421,HF News - 209,
210,https://hackforums.net/showthread.php?tid=4501843,HF News - 210,
211,https://hackforums.net/showthread.php?tid=4512990,HF News - 211,
212,https://hackforums.net/showthread.php?tid=4524357,HF News - 212,
213,https://hackforums.net/showthread.php?tid=4532029,HF News - 213,
214,https://hackforums.net/showthread.php?tid=4542351,HF News - 214,
215,https://hackforums.net/showthread.php?tid=4553999,HF News - 215,
216,https://hackforums.net/showthread.php?tid=4565554,HF News - 216,
217,https://hackforums.net/showthread.php?tid=4576209,HF News - 217,
218,https://hackforums.net/showthread.php?tid=4587062,HF News - 218 {Featuring the Omnicast!},
219,https://hackforums.net/showthread.php?tid=4597900,HF News - 219 {Happy Holidays!},
220,https://hackforums.net/showthread.php?tid=4609895,HF News - 220 {Happy New Year!},
221,https://hackforums.net/showthread.php?tid=4622222,HF News - 221,
222,https://hackforums.net/showthread.php?tid=4634325,HF News - 222,
223,https://hackforums.net/showthread.php?tid=4645650,HF News - 223,
224,https://hackforums.net/showthread.php?tid=4656904,HF News - 224,
225,https://hackforums.net/showthread.php?tid=4668548,HF News - 225,
226,https://hackforums.net/showthread.php?tid=4680478,HF News - 226,
227,https://hackforums.net/showthread.php?tid=4689907,HF News - 227,
228,https://hackforums.net/showthread.php?tid=4701574,HF News - 228,
229,https://hackforums.net/showthread.php?tid=4714430,HF News - 229,
230,https://hackforums.net/showthread.php?tid=4723780,HF News - 230,
231,https://hackforums.net/showthread.php?tid=4733481,HF News - 231 {Changes Implemented! Weekly Reports Only! NO OFF-TOPIC POSTS!},
232,https://hackforums.net/showthread.php?tid=4743308,HF News // Edition 232,Switched to Hydra
233,https://hackforums.net/showthread.php?tid=4755187,HF News // Edition 233,
234,https://hackforums.net/showthread.php?tid=4766598,HF News // Edition 234,
235,https://hackforums.net/showthread.php?tid=4777898,HF News // Edition 235,
236,https://hackforums.net/showthread.php?tid=4788306,HF News // Edition 236,
237,https://hackforums.net/showthread.php?tid=4797838,HF News // Edition 237,
238,https://hackforums.net/showthread.php?tid=4807604,HF News // Edition 238,
239,https://hackforums.net/showthread.php?tid=4817109,HF News // Edition 239,
240,https://hackforums.net/showthread.php?tid=4827311,HF News // Edition 240,
241,https://hackforums.net/showthread.php?tid=4836803,HF News // Edition 241 // NEW SECTION - WRITE YOUR OWN ARTICLES,
242,https://hackforums.net/showthread.php?tid=4846809,HF News // Edition 242,
243,https://hackforums.net/showthread.php?tid=4858498,HF News // Edition 243,
244,https://hackforums.net/showthread.php?tid=4866957,HF News // Edition 244,
245,https://hackforums.net/showthread.php?tid=4876973,HF News // Edition 245,
246,https://hackforums.net/showthread.php?tid=4887060,HF News // Edition 246,
247,https://hackforums.net/showthread.php?tid=4896425,HF News // Edition 247,
248,https://hackforums.net/showthread.php?tid=4905023,HF News // Edition 248,
249,https://hackforums.net/showthread.php?tid=4915330,HF News // Edition 249,
250,https://hackforums.net/showthread.php?tid=4926025,HF News // Edition 250,
251,https://hackforums.net/showthread.php?tid=4935739,HF News // Edition 251,
252,https://hackforums.net/showthread.php?tid=4944570,HF News // Edition 252,
253,https://hackforums.net/showthread.php?tid=4954872,HF News // Edition 253 - Happy Birthday Omni!,
254,https://hackforums.net/showthread.php?tid=4963786,HF News // Edition 254,
255,https://hackforums.net/showthread.php?tid=4971339,HF News // Edition 255,
256,https://hackforums.net/showthread.php?tid=4981038,HF News // Edition 256,
257,https://hackforums.net/showthread.php?tid=4989295,HF News // Edition 257,
258,https://hackforums.net/showthread.php?tid=4998215,HF News // Edition 258,
259,https://hackforums.net/showthread.php?tid=5005305,HF News // Edition 259,
260,https://hackforums.net/showthread.php?tid=5014497,HF News // Edition 260,
261,https://hackforums.net/showthread.php?tid=5022604,HF News // Edition 261,
262,https://hackforums.net/showthread.php?tid=5029050,HF News // Edition 262,
263,https://hackforums.net/showthread.php?tid=5036542,HF News // Edition 263,
264,https://hackforums.net/showthread.php?tid=5046370,HF News // Edition 264,
265,https://hackforums.net/showthread.php?tid=5053760,HF News // Edition 265,
266,https://hackforums.net/showthread.php?tid=5061860,HF News // Edition 266,
267,https://hackforums.net/showthread.php?tid=5071298,HF News // Edition 267,
268,https://hackforums.net/showthread.php?tid=5079653,HF News // Edition 268,
269,https://hackforums.net/showthread.php?tid=5088224,HF News // Edition 269,
270,https://hackforums.net/showthread.php?tid=5098311,HF News // Edition 270,
271,https://hackforums.net/showthread.php?tid=5103731,HF News // Edition 271,
272,https://hackforums.net/showthread.php?tid=5115525,HF News // Edition 272,
273,https://hackforums.net/showthread.php?tid=5123240,Hack Forums News // Edition 273,
274,https://hackforums.net/showthread.php?tid=5132023,Hack Forums News // Edition 274,
